label,cate_1,cate_2,cate_3,cate_4,cate6,float_1,float_2,float_3,float_4
0,368,1,12,0,131,0.0,0.0,-180.0,1.0
0,236,1,12,0,131,0.0,0.0,-397.0,1.0
0,487,1,12,0,131,0.0,0.0,-475.0,1.0
0,131,1,12,0,131,0.2,0.0,17.5,1.0
0,454,1,12,0,131,0.0,0.0,-580.0,1.0
0,454,1,12,0,131,0.0,0.0,-580.0,1.0
0,131,1,12,0,131,0.2,0.0,2.5,1.0
0,481,120,12,0,131,0.0,0.0,-97.0,0.0
0,454,1,12,0,131,0.0,0.0,-380.0,1.0
0,481,120,12,0,131,0.0,0.0,-97.0,0.0
0,454,1,12,0,131,0.0,0.0,-380.0,1.0
0,141,120,12,0,131,0.0,0.0,-324.0,0.0
0,141,120,12,0,131,0.0,0.0,-324.0,0.0
0,131,1,12,0,131,0.2,0.0,17.5,1.0
0,202,1,12,0,131,0.0,0.0,-36.0,1.0
0,131,1,12,0,131,0.2,0.0,-382.5,1.0
0,131,1,12,0,131,0.2,0.0,-382.5,1.0
0,485,1,12,0,131,0.0,0.0,-118.0,1.0
0,485,1,12,0,131,0.0,0.0,-118.0,1.0
0,236,1,12,0,131,0.0,0.0,-397.0,1.0
0,236,1,12,0,131,0.0,0.0,-284.0,1.0
0,236,1,12,0,131,0.0,0.0,-284.0,1.0
0,131,1,12,0,131,0.2,0.0,18.5,1.0
0,131,1,12,0,131,0.2,0.0,69.5,1.0
0,236,120,12,0,131,0.0,0.0,-186.0,0.0
0,131,1,12,0,131,0.2,0.0,18.5,1.0
0,131,1,12,0,131,0.2,0.0,69.5,1.0
0,250,120,12,0,131,0.0,0.0,-996.09,0.0
0,250,120,12,0,131,0.0,0.0,-996.09,0.0
0,236,120,12,0,131,0.0,0.0,-186.0,0.0
0,131,1,12,0,131,0.2,0.0,-82.5,1.0
0,131,1,12,0,131,0.2,0.0,-82.5,1.0
0,488,1,12,0,131,0.2,1.0,-755.0,1.0
0,488,1,12,0,131,0.2,1.0,-755.0,1.0
0,455,1,12,0,131,0.0,0.0,-148.0,1.0
0,455,1,12,0,131,0.0,0.0,-148.0,1.0
0,368,1,12,0,131,0.0,0.0,-880.0,1.0
0,250,120,12,0,131,0.0,0.0,-736.12,0.0
0,236,120,12,0,131,0.0,0.0,-177.0,0.0
0,416,1,12,0,131,0.0,0.0,-169.0,1.0
0,368,1,12,0,131,0.0,0.0,-880.0,1.0
0,416,1,12,0,131,0.0,0.0,-169.0,1.0
0,250,120,12,0,131,0.0,0.0,-736.12,0.0
0,488,1,12,0,131,0.2,1.0,0.0,1.0
0,131,1,12,0,131,0.2,0.0,-112.5,1.0
0,458,1,12,0,131,0.0,0.0,-59.0,1.0
0,486,1,12,0,131,0.0,0.0,-50.0,1.0
0,488,1,12,0,131,0.2,1.0,-286.0,1.0
0,458,1,12,0,131,0.0,0.0,-59.0,1.0
0,486,1,12,0,131,0.0,0.0,-50.0,1.0
0,485,20,12,0,131,0.0,0.0,-572.0,0.0
0,485,80,12,0,131,0.0,0.0,-376.0,0.0
0,454,1,12,0,131,0.0,0.0,-580.0,1.0
0,454,1,12,0,131,0.0,0.0,-780.0,1.0
0,454,1,12,0,131,0.0,0.0,-780.0,1.0
0,368,1,12,0,131,0.0,0.0,-260.0,1.0
0,368,1,12,0,131,0.0,0.0,-260.0,1.0
0,422,1,12,0,131,0.0,0.0,-40.0,1.0
0,106,1,12,0,131,0.0,0.0,-88.0,1.0
0,488,1,12,0,131,0.2,1.0,-485.0,1.0
0,422,1,12,0,131,0.0,0.0,-40.0,1.0
0,488,1,12,0,131,0.2,1.0,-356.0,1.0
0,485,80,12,0,131,0.0,0.0,-376.0,0.0
0,488,1,12,0,131,0.2,1.0,-356.0,1.0
0,153,120,12,0,131,0.0,0.0,-150.0,0.0
0,559,1,12,0,131,0.0,0.0,-2400.0,1.0
0,559,1,12,0,131,0.0,0.0,-2400.0,1.0
0,483,1,12,0,131,0.0,0.0,-398.0,1.0
0,483,1,12,0,131,0.0,0.0,-398.0,1.0
0,454,1,12,0,131,0.0,0.0,-480.0,1.0
0,106,1,12,0,131,0.0,0.0,-88.0,1.0
0,487,1,12,0,131,0.0,0.0,-768.0,1.0
0,487,1,12,0,131,0.0,0.0,-768.0,1.0
0,487,1,12,0,131,0.0,0.0,-363.0,1.0
0,488,1,12,0,131,0.2,1.0,-638.0,1.0
0,488,1,12,0,131,0.2,1.0,-638.0,1.0
0,236,1,12,0,131,0.0,0.0,-245.0,1.0
0,488,1,12,0,131,0.2,1.0,-196.0,1.0
0,236,1,12,0,131,0.0,0.0,-245.0,1.0
0,250,120,12,0,131,0.0,0.0,-870.18,0.0
0,488,1,12,0,131,0.2,1.0,-196.0,1.0
0,236,120,12,0,131,0.0,0.0,-335.0,0.0
0,236,120,12,0,131,0.0,0.0,-335.0,0.0
0,250,120,12,0,131,0.0,0.0,-870.18,0.0
0,131,120,12,0,131,0.2,0.0,-269.5,0.0
0,131,120,12,0,131,0.2,0.0,-269.5,0.0
0,454,1,12,0,131,0.0,0.0,-680.0,1.0
0,488,1,12,0,131,0.2,1.0,-485.0,1.0
0,454,1,12,0,131,0.0,0.0,-680.0,1.0
0,150,1,12,0,131,0.0,0.0,-298.0,1.0
0,150,1,12,0,131,0.0,0.0,-298.0,1.0
0,488,1,12,0,131,0.2,1.0,-96.0,1.0
0,454,1,12,0,131,0.0,0.0,-580.0,1.0
0,485,20,12,0,131,0.0,0.0,-572.0,0.0
0,454,1,12,0,131,0.0,0.0,-480.0,1.0
0,131,1,12,0,131,0.2,0.0,-82.5,1.0
0,488,1,12,0,131,0.2,1.0,-286.0,1.0
0,487,1,12,0,131,0.0,0.0,-363.0,1.0
0,488,1,12,0,131,0.2,1.0,-357.0,1.0
0,131,1,12,0,131,0.2,0.0,-82.5,1.0
0,488,1,12,0,131,0.2,1.0,-357.0,1.0
0,153,120,12,0,131,0.0,0.0,-150.0,0.0
0,131,1,12,0,131,0.2,0.0,-112.5,1.0
0,553,1,12,0,131,0.0,0.0,-97.0,1.0
0,488,1,12,0,131,0.2,1.0,-96.0,1.0
0,503,120,12,0,131,0.0,0.0,-132.0,0.0
0,503,120,12,0,131,0.0,0.0,-132.0,0.0
0,553,1,12,0,131,0.0,0.0,-97.0,1.0
0,202,1,12,0,131,0.0,0.0,-36.0,1.0
0,455,1,12,0,131,0.0,0.0,-98.0,1.0
0,455,1,12,0,131,0.0,0.0,-98.0,1.0
0,172,9,46,0,0,0.3333,0.3333,0.0,1.0
0,108,606,2,13516,150,0.0079,0.0,0.0,0.0238
0,145,14401,2,13516,150,0.0,0.0,-69.0,0.0317
0,146,13516,2,13516,150,0.0635,0.0204,-4.125,0.0397
0,417,606,2,13516,150,0.0079,0.0,63.0,0.0238
0,582,14616,2,13516,150,0.0159,0.0,-56.0,0.0
0,108,19,2,13516,150,0.0079,0.0,0.0,0.0873
0,146,606,2,13516,150,0.0635,0.0204,6.875,0.0238
0,209,1,6,206,553,0.1333,0.2857,-13.0,0.1333
0,209,1,6,206,553,0.1333,0.2857,-10.0,0.1333
0,153,125,6,206,553,0.0,0.0,-126.0,0.3333
0,209,1,6,206,553,0.1333,0.2857,-10.0,0.1333
0,416,125,6,206,553,0.0667,0.1429,-159.0,0.3333
0,205,125,6,206,553,0.0,0.0,-51.0,0.3333
0,553,125,6,206,553,0.1,0.2143,-49.0,0.3333
0,205,125,6,206,553,0.0,0.0,-77.0,0.3333
0,553,125,6,206,553,0.1,0.2143,-49.0,0.3333
0,205,125,6,206,553,0.0,0.0,-51.0,0.3333
0,207,125,6,206,553,0.0,0.0,-50.0,0.3333
0,207,125,6,206,553,0.0,0.0,-50.0,0.3333
0,209,1,6,206,553,0.1333,0.2857,0.0,0.1333
0,205,125,6,206,553,0.0,0.0,-51.0,0.3333
0,205,125,6,206,553,0.0,0.0,-77.0,0.3333
0,209,1,6,206,553,0.1333,0.2857,0.0,0.1333
0,188,125,6,206,553,0.0,0.0,-256.0,0.3333
0,205,125,6,206,553,0.0,0.0,-51.0,0.3333
0,188,125,6,206,553,0.0,0.0,-256.0,0.3333
0,106,125,6,206,553,0.0,0.0,-86.0,0.3333
0,521,125,6,206,553,0.1667,0.3571,1.0,0.3333
0,521,125,6,206,553,0.1667,0.3571,1.0,0.3333
0,209,1,6,206,553,0.1333,0.2857,-13.0,0.1333
0,209,125,6,206,553,0.1333,0.2857,-4.0,0.3333
0,488,1,6,206,553,0.0,0.0,-112.0,0.1333
0,153,125,6,206,553,0.0,0.0,-126.0,0.3333
0,416,125,6,206,553,0.0667,0.1429,0.0,0.3333
0,416,125,6,206,553,0.0667,0.1429,0.0,0.3333
0,488,1,6,206,553,0.0,0.0,-112.0,0.1333
0,209,125,6,206,553,0.1333,0.2857,-4.0,0.3333
0,416,125,6,206,553,0.0667,0.1429,-159.0,0.3333
0,106,125,6,206,553,0.0,0.0,-86.0,0.3333
0,131,8,24,0,0,0.0,0.0,-647.0,1.0
0,207,8,24,0,0,1.0,1.0,0.0,1.0
0,418,15,24,0,0,0.0,0.0,-87.0,0.0
0,131,8,24,0,0,0.0,0.0,-177.0,1.0
0,131,8,24,0,0,0.0,0.0,-81.0,1.0
0,150,8,24,0,0,0.0,0.0,-119.0,1.0
0,582,15,24,0,0,0.0,0.0,-80.0,0.0
0,417,8,24,0,0,0.0,0.0,-59.0,1.0
0,508,8,24,0,0,0.0,0.0,-162.0,1.0
0,205,8,24,0,0,0.0,0.0,-39.0,1.0
0,416,8,24,0,0,0.0,0.0,-41.0,1.0
0,205,8,24,0,0,0.0,0.0,-14.0,1.0
0,106,8,24,0,0,0.0,0.0,-60.0,1.0
0,507,8,24,0,0,0.0,0.0,-130.0,1.0
0,553,8,24,0,0,0.0,0.0,-65.0,1.0
0,485,8,24,0,0,0.0,0.0,-316.0,1.0
0,417,15,24,0,0,0.0,0.0,-64.0,0.0
0,131,8,24,0,0,0.0,0.0,-1126.0,1.0
0,205,8,24,0,0,0.0,0.0,-62.0,1.0
0,499,11,24,0,0,0.0,0.0,-220.0,0.0
0,207,8,24,0,0,1.0,1.0,0.0,1.0
0,205,8,24,0,0,0.0,0.0,-48.0,1.0
0,487,8,24,0,0,0.0,0.0,-204.0,1.0
0,553,8,24,0,0,0.0,0.0,-29.0,1.0
0,207,8,24,0,0,1.0,1.0,0.0,1.0
0,131,8,24,0,0,0.0,0.0,-116.0,1.0
0,582,15,24,0,0,0.0,0.0,-175.0,0.0
0,207,8,24,0,0,1.0,1.0,0.0,1.0
0,188,8,24,0,0,0.0,0.0,-142.0,1.0
0,207,20,3,8,555,0.1169,0.0,72.5556,0.7922
0,205,20,3,8,555,0.1169,0.0,-5.2222,0.7922
0,205,20,3,8,555,0.1169,0.0,-10.2222,0.7922
0,205,20,3,8,555,0.1169,0.0,-23.2222,0.7922
0,346,20,3,8,555,0.0,0.0,-756.0,0.7922
0,207,20,3,8,555,0.1169,0.0,112.5556,0.7922
0,205,20,3,8,555,0.1169,0.0,-10.2222,0.7922
0,582,130,3,8,555,0.0,0.0,-181.0,0.1818
0,212,20,3,8,555,0.0,0.0,-129.0,0.7922
0,205,20,3,8,555,0.1169,0.0,6.7778,0.7922
0,553,3,4,14428,416,0.0,0.0,-24.0,0.2167
0,118,3,4,14428,416,0.0,0.0,-43.0,0.2167
0,484,3,4,14428,416,0.0,0.0,-4.0,0.2167
0,134,3,4,14428,416,0.0,0.0,-318.0,0.2167
0,153,14441,4,14428,416,0.5,0.0,-460.9333,0.1
0,483,3,4,14428,416,0.0333,0.0,1.0,0.2167
0,571,3,4,14428,416,0.0,0.0,-164.0,0.2167
0,153,14441,4,14428,416,0.5,0.0,-460.9333,0.1
0,476,3,4,14428,416,0.0,0.0,-314.0,0.2167
0,484,3,4,14428,416,0.0,0.0,-4.0,0.2167
0,485,3,4,14428,416,0.0,0.0,-120.0,0.2167
0,120,3,4,14428,416,0.0,0.0,-362.0,0.2167
0,153,3,4,14428,416,0.5,0.0,350.0667,0.2167
0,422,3,4,14428,416,0.0,0.0,-85.0,0.2167
0,571,3,4,14428,416,0.0,0.0,-164.0,0.2167
0,250,3,4,14428,416,0.0,0.0,-723.14,0.2167
0,422,3,4,14428,416,0.0,0.0,-36.0,0.2167
0,524,3,4,14428,416,0.05,1.0,1.0,0.2167
0,490,3,4,14428,416,0.0,0.0,-17.0,0.2167
0,491,3,4,14428,416,0.0,0.0,-120.0,0.2167
0,153,3,4,14428,416,0.5,0.0,-4229.933,0.2167
0,423,3,4,14428,416,0.0,0.0,-266.0,0.2167
0,106,3,4,14428,416,0.0833,0.0,0.0,0.2167
0,153,3,4,14428,416,0.5,0.0,57.0667,0.2167
0,153,14441,4,14428,416,0.5,0.0,-698.9333,0.1
0,236,3,4,14428,416,0.0,0.0,-67.0,0.2167
0,422,3,4,14428,416,0.0,0.0,-77.0,0.2167
0,172,20,4,14428,416,0.15,0.0,-48.0,0.0667
0,153,14441,4,14428,416,0.5,0.0,-698.9333,0.1
0,172,20,4,14428,416,0.15,0.0,4.0,0.0667
0,236,3,4,14428,416,0.0,0.0,-67.0,0.2167
0,422,3,4,14428,416,0.0,0.0,-87.0,0.2167
0,483,3,4,14428,416,0.0333,0.0,17.0,0.2167
0,422,3,4,14428,416,0.0,0.0,-42.0,0.2167
0,522,14441,4,14428,416,0.0167,0.0,1336.0,0.1
0,351,20,4,14428,416,0.0667,0.0,2.0,0.0667
0,120,3,4,14428,416,0.0,0.0,-482.0,0.2167
0,186,3,4,14428,416,0.0,0.0,-333.0,0.2167
0,172,80,4,14428,416,0.15,0.0,1.0,0.2
0,422,3,4,14428,416,0.0,0.0,-532.0,0.2167
0,250,3,4,14428,416,0.0,0.0,-463.72,0.2167
0,553,20,4,14428,416,0.0,0.0,-214.0,0.0667
0,250,3,4,14428,416,0.0,0.0,-651.19,0.2167
0,422,3,4,14428,416,0.0,0.0,-85.0,0.2167
0,485,3,4,14428,416,0.0,0.0,-599.0,0.2167
0,108,3,4,14428,416,0.0,0.0,-96.0,0.2167
0,485,3,4,14428,416,0.0,0.0,-172.0,0.2167
0,524,3,4,14428,416,0.05,1.0,1.0,0.2167
0,521,3,4,14428,416,0.0,0.0,-63.0,0.2167
0,106,3,4,14428,416,0.0833,0.0,-11.0,0.2167
0,172,3,4,14428,416,0.15,0.0,40.0,0.2167
0,422,3,4,14428,416,0.0,0.0,-36.0,0.2167
0,571,3,4,14428,416,0.0,0.0,-169.0,0.2167
0,571,3,4,14428,416,0.0,0.0,-169.0,0.2167
0,153,3,4,14428,416,0.5,0.0,449.0667,0.2167
0,491,3,4,14428,416,0.0,0.0,-121.0,0.2167
0,153,3,4,14428,416,0.5,0.0,363.0667,0.2167
0,491,3,4,14428,416,0.0,0.0,-24.0,0.2167
0,543,3,4,14428,416,0.0,0.0,-24.0,0.2167
0,134,3,4,14428,416,0.0,0.0,-133.0,0.2167
0,153,3,4,14428,416,0.5,0.0,245.0667,0.2167
0,418,3,4,14428,416,0.0,0.0,-120.0,0.2167
0,422,3,4,14428,416,0.0,0.0,-87.0,0.2167
0,153,14441,4,14428,416,0.5,0.0,-145.9333,0.1
0,153,3,4,14428,416,0.5,0.0,59.0667,0.2167
0,483,3,4,14428,416,0.0333,0.0,20.0,0.2167
0,109,3,4,14428,416,0.0,0.0,-7.0,0.2167
0,483,3,4,14428,416,0.0333,0.0,20.0,0.2167
0,422,3,4,14428,416,0.0,0.0,-36.0,0.2167
0,422,3,4,14428,416,0.0,0.0,-36.0,0.2167
0,172,3,4,14428,416,0.15,0.0,40.0,0.2167
0,172,20,4,14428,416,0.15,0.0,-242.0,0.0667
0,153,14428,4,14428,416,0.5,0.0,146.0667,0.35
0,134,3,4,14428,416,0.0,0.0,-127.0,0.2167
0,522,14441,4,14428,416,0.0167,0.0,-14.0,0.1
0,134,3,4,14428,416,0.0,0.0,-386.0,0.2167
0,153,14441,4,14428,416,0.5,0.0,-145.9333,0.1
0,522,14441,4,14428,416,0.0167,0.0,-14.0,0.1
0,454,3,4,14428,416,0.0,0.0,-433.0,0.2167
0,454,3,4,14428,416,0.0,0.0,-433.0,0.2167
0,418,3,4,14428,416,0.0,0.0,-337.0,0.2167
0,106,3,4,14428,416,0.0833,0.0,-5.0,0.2167
0,153,3,4,14428,416,0.5,0.0,228.0667,0.2167
0,153,3,4,14428,416,0.5,0.0,396.0667,0.2167
0,250,3,4,14428,416,0.0,0.0,-1331.85,0.2167
0,153,13626,4,14428,416,0.5,0.0,69.0667,0.05
0,134,123,5,0,0,1.0,1.0,37.0,1.0
0,134,123,5,0,0,1.0,1.0,-287.0,1.0
0,250,123,5,0,0,0.0,0.0,-608.25,1.0
0,134,123,5,0,0,1.0,1.0,1.0,1.0
0,454,1,12,0,106,0.0,0.0,-577.0,1.0
0,488,1,12,0,106,0.0,0.0,-112.0,1.0
0,454,1,12,0,106,0.0,0.0,-577.0,1.0
0,488,1,12,0,106,0.0,0.0,-112.0,1.0
0,106,1,12,0,106,0.5714,0.1,-70.0,1.0
0,106,1,12,0,106,0.5714,0.1,2.0,1.0
0,349,120,12,0,106,0.0,0.0,-160.0,0.0
0,106,1,12,0,106,0.5714,0.1,30.0,1.0
0,106,1,12,0,106,0.5714,0.1,2.0,1.0
0,106,1,12,0,106,0.5714,0.1,-70.0,1.0
0,349,120,12,0,106,0.0,0.0,-160.0,0.0
0,106,1,12,0,106,0.5714,0.1,30.0,1.0
0,368,6,1,4,422,0.0755,0.16,385.25,0.0943
0,368,6,1,4,422,0.0755,0.16,-269.75,0.0943
0,368,6,1,4,422,0.0755,0.16,-99.75,0.0943
0,421,6,1,4,422,0.0377,0.08,-1.0,0.0943
0,136,71,1,4,422,0.7925,0.6,0.0,0.8491
0,140,6,1,4,422,0.0,0.0,-290.0,0.0943
0,136,71,1,4,422,0.7925,0.6,-1.0,0.8491
0,468,6,1,4,422,0.0,0.0,-193.0,0.0943
0,368,6,1,4,422,0.0755,0.16,-1574.75,0.0943
0,368,6,1,4,422,0.0755,0.16,800.25,0.0943
0,368,6,1,4,422,0.0755,0.16,-1065.75,0.0943
0,416,93,2,0,0,0.4286,0.4286,10.0,0.5714
0,250,93,2,0,0,0.0,0.0,-216.26,0.5714
0,582,93,2,0,0,0.5714,0.5714,0.0,0.5714
0,250,93,2,0,0,0.0,0.0,-1111.38,0.5714
0,150,93,2,0,0,0.0,0.0,-269.0,0.5714
0,150,93,2,0,0,0.0,0.0,-259.0,0.5714
0,150,93,2,0,0,0.0,0.0,-194.0,0.5714
0,250,93,2,0,0,0.0,0.0,-699.75,0.5714
0,250,93,2,0,0,0.0,0.0,-686.54,0.5714
0,118,19,2,0,0,0.0,0.0,-81.0,0.0
0,486,8,14,0,503,0.0,0.0,-217.0,0.0
0,128,14375,14,0,503,0.0,0.0,-954.0,0.0
0,487,8,14,0,503,0.0,0.0,-204.0,0.0
0,553,8,14,0,503,0.0,0.0,-29.0,0.0
0,579,92,14,0,503,0.3333,0.3333,146.0,0.9333
0,418,8,14,0,503,0.0,0.0,-141.0,0.0
0,224,8,14,0,503,0.0,0.0,-327.0,0.0
0,418,8,14,0,503,0.0,0.0,-102.0,0.0
0,205,8,14,0,503,0.0,0.0,-39.0,0.0
0,499,8,14,0,503,0.0,0.0,-183.0,0.0
0,499,8,14,0,503,0.0,0.0,-183.0,0.0
0,507,92,14,0,503,0.0667,0.0667,-1.0,0.9333
0,418,8,14,0,503,0.0,0.0,-102.0,0.0
0,224,8,14,0,503,0.0,0.0,-278.0,0.0
0,508,8,14,0,503,0.0,0.0,-327.0,0.0
0,137,92,14,0,503,0.0,0.0,-246.0,0.9333
0,124,8,14,0,503,0.0,0.0,-6539.0,0.0
0,124,8,14,0,503,0.0,0.0,-6539.0,0.0
0,125,8,14,0,503,0.0,0.0,-305.0,0.0
0,486,8,14,0,503,0.0,0.0,-106.0,0.0
0,349,8,14,0,503,0.0,0.0,-485.0,0.0
0,499,8,14,0,503,0.0,0.0,-19.0,0.0
0,499,8,14,0,503,0.0,0.0,-19.0,0.0
0,349,8,14,0,503,0.0,0.0,-485.0,0.0
0,418,8,14,0,503,0.0,0.0,-141.0,0.0
0,543,8,14,0,503,0.0,0.0,-87.0,0.0
0,224,8,14,0,503,0.0,0.0,-278.0,0.0
0,236,8,14,0,503,0.0,0.0,-448.0,0.0
0,485,8,14,0,503,0.0,0.0,-316.0,0.0
0,503,92,14,0,503,0.1333,0.1333,876.0,0.9333
0,485,8,14,0,503,0.0,0.0,-316.0,0.0
0,486,8,14,0,503,0.0,0.0,-106.0,0.0
0,188,8,14,0,503,0.0,0.0,-142.0,0.0
0,212,8,14,0,503,0.0,0.0,-51.0,0.0
0,205,8,14,0,503,0.0,0.0,-39.0,0.0
0,418,8,14,0,503,0.0,0.0,-120.0,0.0
0,212,8,14,0,503,0.0,0.0,-51.0,0.0
0,503,92,14,0,503,0.1333,0.1333,876.0,0.9333
0,508,8,14,0,503,0.0,0.0,-196.0,0.0
0,579,92,14,0,503,0.3333,0.3333,-343.0,0.9333
0,499,8,14,0,503,0.0,0.0,-715.0,0.0
0,205,8,14,0,503,0.0,0.0,-55.0,0.0
0,205,8,14,0,503,0.0,0.0,-55.0,0.0
0,579,92,14,0,503,0.3333,0.3333,81.0,0.9333
0,205,8,14,0,503,0.0,0.0,-62.0,0.0
0,128,8,14,0,503,0.0,0.0,-62.0,0.0
0,188,8,14,0,503,0.0,0.0,-179.0,0.0
0,486,8,14,0,503,0.0,0.0,-18.0,0.0
0,418,8,14,0,503,0.0,0.0,-129.0,0.0
0,418,8,14,0,503,0.0,0.0,-129.0,0.0
0,418,92,14,0,503,0.0,0.0,-187.0,0.9333
0,418,92,14,0,503,0.0,0.0,-187.0,0.9333
0,118,8,14,0,503,0.0,0.0,-41.0,0.0
0,418,8,14,0,503,0.0,0.0,-120.0,0.0
0,118,8,14,0,503,0.0,0.0,-41.0,0.0
0,485,8,14,0,503,0.0,0.0,-327.0,0.0
0,499,8,14,0,503,0.0,0.0,-183.0,0.0
0,188,15,24,14433,111,0.0,0.0,-83.0,0.0
0,150,20,24,14433,111,0.0714,0.1,0.0,0.6429
0,224,15,24,14433,111,0.0,0.0,-137.0,0.0
0,108,15,24,14433,111,0.0,0.0,-54.0,0.0
0,417,15,24,14433,111,0.0,0.0,-64.0,0.0
0,571,15,24,14433,111,0.0,0.0,-190.0,0.0
0,153,15,24,14433,111,0.0357,0.0,-4.0,0.0
0,578,15,24,14433,111,0.0,0.0,-521.0,0.0
0,582,15,24,14433,111,0.0357,0.1,1916.0,0.0
0,106,13617,24,14433,111,0.1429,0.0,-57.5,0.0
0,418,15,24,14433,111,0.0714,0.0,-35.0,0.0
0,582,15,24,14433,111,0.0357,0.1,1821.0,0.0
0,250,120,33,0,336,0.7915,0.8863,-67.10179,0.4505
0,250,120,33,0,336,0.7915,0.8863,-67.10179,0.4505
0,250,1,33,0,336,0.7915,0.8863,25.64821,0.5138
0,250,120,33,0,336,0.7915,0.8863,-205.69182,0.4505
0,250,120,33,0,336,0.7915,0.8863,-205.69182,0.4505
0,250,120,33,0,336,0.7915,0.8863,-112.93181,0.4505
0,371,120,33,0,336,0.0265,0.0084,15.0,0.4505
0,371,120,33,0,336,0.0265,0.0084,15.0,0.4505
0,250,120,33,0,336,0.7915,0.8863,-112.93181,0.4505
0,250,1,33,0,336,0.7915,0.8863,25.64821,0.5138
0,416,14409,13,0,0,0.0,0.0,-255.0,0.0
0,118,14409,13,0,0,0.0,0.0,-62.0,0.0
0,118,839,13,0,0,0.0,0.0,-248.0,0.9286
0,487,14409,13,0,0,0.0,0.0,-39.0,0.0
0,498,14409,13,0,0,0.0,0.0,-49.0,0.0
0,417,14395,13,0,0,0.0,0.0,-185.0,0.0
0,118,14409,13,0,0,0.0,0.0,-62.0,0.0
0,119,14409,13,0,0,0.0,0.0,-41.0,0.0
0,487,14409,13,0,0,0.0,0.0,-145.0,0.0
0,118,839,13,0,0,0.0,0.0,-248.0,0.9286
0,110,14409,13,0,0,0.0,0.0,-71.0,0.0
0,110,14409,13,0,0,0.0,0.0,-87.0,0.0
0,250,20,6,14434,487,0.0,0.0,-433.53,0.2821
0,172,20,6,14434,487,0.2308,0.0,-264.0,0.2821
0,172,20,6,14434,487,0.2308,0.0,-264.0,0.2821
0,488,1,6,14434,487,0.2308,0.6429,-524.0,0.7179
0,368,1,6,14434,487,0.0,0.0,-880.0,0.7179
0,487,1,6,14434,487,0.0513,0.1429,0.0,0.7179
0,454,1,6,14434,487,0.0,0.0,-577.0,0.7179
0,368,1,6,14434,487,0.0,0.0,-180.0,0.7179
0,488,1,6,14434,487,0.2308,0.6429,114.0,0.7179
0,485,1,6,14434,487,0.0,0.0,-118.0,0.7179
0,553,1,6,14434,487,0.2821,0.2143,88.0909,0.7179
0,553,1,6,14434,487,0.2821,0.2143,88.0909,0.7179
0,454,1,6,14434,487,0.0,0.0,-580.0,0.7179
0,487,1,6,14434,487,0.0513,0.1429,0.0,0.7179
0,250,20,6,14434,487,0.0,0.0,-433.53,0.2821
0,172,1,6,14434,487,0.2308,0.0,-10.0,0.7179
0,553,20,6,14434,487,0.2821,0.2143,-28.9091,0.2821
0,487,1,6,14434,487,0.0513,0.1429,-554.0,0.7179
0,488,1,6,14434,487,0.2308,0.6429,18.0,0.7179
0,488,1,6,14434,487,0.2308,0.6429,-242.0,0.7179
0,488,1,6,14434,487,0.2308,0.6429,-243.0,0.7179
0,488,1,6,14434,487,0.2308,0.6429,18.0,0.7179
0,488,1,6,14434,487,0.2308,0.6429,-243.0,0.7179
